,model,epochs,batch_size,initial_lr,fold,train_examples,sampling,train_time,test_time,filename,f1,precision,recall,bal_acc
170,NearestCentroid,,,,6,,NONE,0.06324219703674316,0.018810749053955078,,0.15687810176026412,0.18298784770458046,0.21992286151587828,0.21992286151587828
171,DecisionTreeClassifier,,,,6,,NONE,80.76644134521484,0.006681680679321289,,0.842391523325768,0.8343000530118732,0.8512820803616256,0.8512820803616256
172,AdaBoostClassifier,,,,6,,NONE,164.0866503715515,0.18146204948425293,,0.12476315403765552,0.33341876860850517,0.1452603943687512,0.1452603943687512
173,LGBM,,,,6,,NONE,40.29816198348999,0.11067438125610352,,0.5949740065774479,0.924041729249711,0.48264117298024367,0.48264117298024367
174,PassiveAggressiveClassifier,,,,6,,SMOTE,24.291938066482544,0.013632059097290039,,0.15430272388973995,0.21418779308608235,0.2837491818071708,0.2837491818071708
175,Perceptron,,,,6,,SMOTE,17.471144199371338,0.01377725601196289,,0.1363279859230952,0.2270488214350102,0.2985737290086429,0.2985737290086429
176,RidgeClassifier,,,,6,,SMOTE,1.8252615928649902,0.01435542106628418,,0.25919174673528156,0.2597815422168471,0.38152038432988317,0.38152038432988317
177,SGDClassifier,,,,6,,SMOTE,326.97929763793945,0.013667821884155273,,0.1732116670582567,0.22464828679174495,0.3206747645685211,0.3206747645685211
178,LogisticRegression,,,,6,,SMOTE,82.31153297424316,0.019297361373901367,,0.21785917934865004,0.23443168109073134,0.3453366580749441,0.3453366580749441
179,LinearDiscriminantAnalysis,,,,6,,SMOTE,37.928000926971436,0.016139507293701172,,0.2589964299614953,0.254829960115911,0.3786351798511798,0.3786351798511798
180,QuadraticDiscriminantAnalysis,,,,6,,SMOTE,22.766502141952515,0.398240327835083,,0.35318966240131083,0.3429991071666921,0.5704171508907144,0.5704171508907144
181,BernoulliNB,,,,6,,SMOTE,1.653212070465088,0.07213449478149414,,0.1634765504119737,0.20085996924260033,0.25884373166794633,0.25884373166794633
182,GaussianNB,,,,6,,SMOTE,1.0675668716430664,0.11940836906433105,,0.045757161837189045,0.17243448506100645,0.1786063368905888,0.1786063368905888
183,KNeighborsClassifier,,,,6,,SMOTE,31.05145835876465,437.5692036151886,,0.5823369458498241,0.49419776605005517,0.8509828674800975,0.8509828674800975
184,NearestCentroid,,,,6,,SMOTE,0.3033568859100342,0.019158601760864258,,0.15725349102323208,0.1833495661012179,0.22038058826327442,0.22038058826327442
185,DecisionTreeClassifier,,,,6,,SMOTE,260.59035873413086,0.005461692810058594,,0.7873584438640526,0.7332110396889432,0.8568775282151169,0.8568775282151169
186,AdaBoostClassifier,,,,6,,SMOTE,968.446295261383,0.18167781829833984,,0.2023781992213552,0.21802451361621933,0.2930649109309171,0.2930649109309171
187,LGBM,,,,6,,SMOTE,187.92205047607422,0.11503744125366211,,0.5298117449223848,0.4621504462974836,0.6799145142421131,0.6799145142421131
188,PassiveAggressiveClassifier,,,,7,,NONE,4.836534738540649,0.01364278793334961,,0.1501659607405791,0.2968825177117487,0.15799162939069095,0.15799162939069095
189,Perceptron,,,,7,,NONE,3.421934127807617,0.013558387756347656,,0.1967554542285137,0.23694050171832154,0.21129011144030344,0.21129011144030344
190,RidgeClassifier,,,,7,,NONE,0.40596914291381836,0.02402806282043457,,0.14543645064597838,0.2579740397291807,0.155566820898182,0.155566820898182
191,SGDClassifier,,,,7,,NONE,44.016326665878296,0.013514518737792969,,0.17838775761557676,0.41315223054602973,0.17338059418320081,0.17338059418320081
192,LogisticRegression,,,,7,,NONE,17.350139141082764,0.019654035568237305,,0.2010347450746329,0.2630834448289462,0.19361181994229204,0.19361181994229204
193,LinearDiscriminantAnalysis,,,,7,,NONE,7.183896064758301,0.01901388168334961,,0.2458587016678408,0.389931623244375,0.22584462360653262,0.22584462360653262
194,QuadraticDiscriminantAnalysis,,,,7,,NONE,4.044919729232788,0.23862314224243164,,0.3470724537087887,0.3720884286969247,0.6096138759886118,0.6096138759886118
195,BernoulliNB,,,,7,,NONE,0.3558781147003174,0.07042527198791504,,0.18160001207965146,0.20989520442146556,0.24623720023585075,0.24623720023585075
196,GaussianNB,,,,7,,NONE,0.24031496047973633,0.1200265884399414,,0.04479420815945052,0.17983744031681725,0.18160256747799775,0.18160256747799775
197,KNeighborsClassifier,,,,7,,NONE,4.235549449920654,158.07094073295593,,0.6914299121155151,0.7460524911628029,0.6503314565706428,0.6503314565706428
198,NearestCentroid,,,,7,,NONE,0.06178426742553711,0.01869797706604004,,0.15819115687532223,0.18387703357797117,0.21000167146590445,0.21000167146590445
199,DecisionTreeClassifier,,,,7,,NONE,74.5374264717102,0.006186962127685547,,0.842551909593352,0.8231901448594696,0.8641872557975903,0.8641872557975903
200,AdaBoostClassifier,,,,7,,NONE,163.46020889282227,0.18425226211547852,,0.13067356308828385,0.3124655689800118,0.14839990659821534,0.14839990659821534
201,LGBM,,,,7,,NONE,40.4969699382782,0.11472034454345703,,0.5866730051128146,0.9268960768892791,0.4752927333940419,0.4752927333940419
202,PassiveAggressiveClassifier,,,,7,,SMOTE,26.66759490966797,0.013679265975952148,,0.1959160164663833,0.2193599139779039,0.2830482897022525,0.2830482897022525
203,Perceptron,,,,7,,SMOTE,19.451266765594482,0.013642549514770508,,0.18746495376466435,0.22454684942166253,0.31513016351352713,0.31513016351352713
204,RidgeClassifier,,,,7,,SMOTE,1.8419601917266846,0.014827489852905273,,0.2563777154398353,0.25736129229774873,0.3713518491819605,0.3713518491819605
205,SGDClassifier,,,,7,,SMOTE,344.0724437236786,0.013700246810913086,,0.1755748738746186,0.23300360432325667,0.2865017724712707,0.2865017724712707
206,LogisticRegression,,,,7,,SMOTE,77.25590491294861,0.0229339599609375,,0.22075909134677027,0.2382664403552514,0.34519999765499154,0.34519999765499154
207,LinearDiscriminantAnalysis,,,,7,,SMOTE,37.8391489982605,0.01609492301940918,,0.2589323877172738,0.25460896040232356,0.37388383465748426,0.37388383465748426
208,QuadraticDiscriminantAnalysis,,,,7,,SMOTE,22.56233310699463,0.4092707633972168,,0.34299799013418,0.33475509650196267,0.5665206535824157,0.5665206535824157
209,BernoulliNB,,,,7,,SMOTE,1.6623218059539795,0.07502174377441406,,0.16647910600638235,0.20150224329570562,0.2572623768124103,0.2572623768124103
210,GaussianNB,,,,7,,SMOTE,1.0686028003692627,0.11866641044616699,,0.04767233646630727,0.1801347058072116,0.18494055129026316,0.18494055129026316
211,KNeighborsClassifier,,,,7,,SMOTE,30.776479244232178,442.63596844673157,,0.5820757648485732,0.49322858761456306,0.8558062600474123,0.8558062600474123
212,NearestCentroid,,,,7,,SMOTE,0.3002662658691406,0.019048213958740234,,0.15783751813846147,0.18285037917128938,0.21048000260935074,0.21048000260935074
213,DecisionTreeClassifier,,,,7,,SMOTE,266.57859468460083,0.005393028259277344,,0.783287167050032,0.7217639074480228,0.8662652774788907,0.8662652774788907
214,AdaBoostClassifier,,,,7,,SMOTE,968.0825641155243,0.1811370849609375,,0.20830282304052375,0.22267044140619557,0.30321336735035215,0.30321336735035215
215,LGBM,,,,7,,SMOTE,186.96087002754211,0.1242983341217041,,0.5382209727937959,0.469270218792031,0.6875823518614679,0.6875823518614679
216,PassiveAggressiveClassifier,,,,8,,NONE,4.7648890018463135,0.013429880142211914,,0.12755852934790532,0.15327339056185435,0.1452594488368652,0.1452594488368652
217,Perceptron,,,,8,,NONE,3.8598947525024414,0.013618230819702148,,0.1595664435722858,0.3699503337927638,0.22918212266190374,0.22918212266190374
218,RidgeClassifier,,,,8,,NONE,0.39775872230529785,0.017485857009887695,,0.14085947206385319,0.24325659935966065,0.1528914424751757,0.1528914424751757
219,SGDClassifier,,,,8,,NONE,42.075331687927246,0.013467550277709961,,0.15664203844361319,0.43400484016464574,0.1612461938397332,0.1612461938397332
220,LogisticRegression,,,,8,,NONE,17.629793882369995,0.025528907775878906,,0.19519535349514666,0.263863369886469,0.18789143556631763,0.18789143556631763
221,LinearDiscriminantAnalysis,,,,8,,NONE,7.306170701980591,0.01907944679260254,,0.23728678537862416,0.37174065881816787,0.21624311580871636,0.21624311580871636
222,QuadraticDiscriminantAnalysis,,,,8,,NONE,4.039943218231201,0.23740124702453613,,0.35057737507220643,0.3738138399925733,0.6090437380158823,0.6090437380158823
223,BernoulliNB,,,,8,,NONE,0.3693833351135254,0.07304501533508301,,0.17809613196278712,0.2076413082870944,0.24252408019013738,0.24252408019013738
224,GaussianNB,,,,8,,NONE,0.24404573440551758,0.11851167678833008,,0.04168539692651307,0.16946206647682058,0.17792282870003978,0.17792282870003978
225,KNeighborsClassifier,,,,8,,NONE,4.306097745895386,155.24093055725098,,0.690231825690912,0.7553973657078457,0.6428036470193268,0.6428036470193268
226,NearestCentroid,,,,8,,NONE,0.061896562576293945,0.018870830535888672,,0.15449018438889633,0.1745675557441346,0.21527291551029362,0.21527291551029362
227,DecisionTreeClassifier,,,,8,,NONE,80.49721670150757,0.006546735763549805,,0.8436107722033233,0.834921826188835,0.8527010094785837,0.8527010094785837
228,AdaBoostClassifier,,,,8,,NONE,167.68529272079468,0.1904761791229248,,0.13153475893044878,0.2924402884182064,0.14883264682956324,0.14883264682956324
229,LGBM,,,,8,,NONE,40.085498571395874,0.11151003837585449,,0.578497162838347,0.9355520362851345,0.4638768042758287,0.4638768042758287
230,PassiveAggressiveClassifier,,,,8,,SMOTE,23.838075637817383,0.013652563095092773,,0.19272199525424544,0.21199518414201693,0.3043275800152446,0.3043275800152446
231,Perceptron,,,,8,,SMOTE,17.761367797851562,0.013623237609863281,,0.14105478345468322,0.27499533603944715,0.2758471874681136,0.2758471874681136
232,RidgeClassifier,,,,8,,SMOTE,1.765573501586914,0.020104169845581055,,0.25723591978331173,0.2593184493230844,0.36890799952520237,0.36890799952520237
233,SGDClassifier,,,,8,,SMOTE,293.98857712745667,0.013741731643676758,,0.19292530266563115,0.24959360703878994,0.31246540201238815,0.31246540201238815
234,LogisticRegression,,,,8,,SMOTE,85.29325199127197,0.023865461349487305,,0.21803668765603448,0.2337978594699253,0.3359630068899205,0.3359630068899205
235,LinearDiscriminantAnalysis,,,,8,,SMOTE,37.71584725379944,0.015816450119018555,,0.25844951400363325,0.2549826849319095,0.3693957968433835,0.3693957968433835
236,QuadraticDiscriminantAnalysis,,,,8,,SMOTE,22.679134130477905,0.4075279235839844,,0.3474873203933527,0.33761641633095885,0.5636066372736508,0.5636066372736508
237,BernoulliNB,,,,8,,SMOTE,1.6689608097076416,0.075927734375,,0.15712102332533212,0.1967749422896205,0.24744120347734014,0.24744120347734014
238,GaussianNB,,,,8,,SMOTE,1.064281940460205,0.11772656440734863,,0.044555827181983525,0.170973133259723,0.18625552942035886,0.18625552942035886
239,KNeighborsClassifier,,,,8,,SMOTE,30.86565613746643,431.66066217422485,,0.5842281959207949,0.49414060621763994,0.8534923483730952,0.8534923483730952
240,NearestCentroid,,,,8,,SMOTE,0.30031704902648926,0.0190579891204834,,0.15333533512975275,0.17360378478293256,0.2147880359617614,0.2147880359617614
241,DecisionTreeClassifier,,,,8,,SMOTE,269.6980080604553,0.0053501129150390625,,0.788197459553215,0.7325847921939547,0.8604057874964005,0.8604057874964005
242,AdaBoostClassifier,,,,8,,SMOTE,970.1700875759125,0.18056583404541016,,0.20434878368039683,0.21807341139257144,0.29315036588830395,0.29315036588830395
243,LGBM,,,,8,,SMOTE,186.71711540222168,0.12057638168334961,,0.5366513000567542,0.4683005783168136,0.6829727549434839,0.6829727549434839
244,PassiveAggressiveClassifier,,,,9,,NONE,4.6994500160217285,0.013525009155273438,,0.18966069522433848,0.3418967349539642,0.1954444772522019,0.1954444772522019
245,Perceptron,,,,9,,NONE,3.5478334426879883,0.01361227035522461,,0.20730059848591303,0.29680351370594815,0.24790480634183837,0.24790480634183837
246,RidgeClassifier,,,,9,,NONE,0.4009084701538086,0.02037835121154785,,0.14374483691690923,0.2607402007963454,0.15476206575382426,0.15476206575382426
247,SGDClassifier,,,,9,,NONE,38.70050597190857,0.013608217239379883,,0.18882156305807768,0.39317617686975603,0.25141653385382506,0.25141653385382506
248,LogisticRegression,,,,9,,NONE,17.120588779449463,0.021649837493896484,,0.20307283233694817,0.2698000121613221,0.19265185987219904,0.19265185987219904
249,LinearDiscriminantAnalysis,,,,9,,NONE,7.200490474700928,0.01863884925842285,,0.23955920548474482,0.37364083132371734,0.2203887542300426,0.2203887542300426
250,QuadraticDiscriminantAnalysis,,,,9,,NONE,4.011011123657227,0.23809409141540527,,0.3460340558829126,0.37194671464830564,0.5979567153846096,0.5979567153846096
251,BernoulliNB,,,,9,,NONE,0.35488343238830566,0.0702202320098877,,0.18239525964350098,0.2058693151461979,0.2521263875252098,0.2521263875252098
252,GaussianNB,,,,9,,NONE,0.23753643035888672,0.11895751953125,,0.039965953956825555,0.16775484170517974,0.17821913280801746,0.17821913280801746
253,KNeighborsClassifier,,,,9,,NONE,4.208353042602539,156.3659164905548,,0.6889530512554352,0.7562913485304692,0.6394327219416047,0.6394327219416047
254,NearestCentroid,,,,9,,NONE,0.061829566955566406,0.01870870590209961,,0.1635824754716279,0.1920081518626775,0.22242863513929262,0.22242863513929262
255,DecisionTreeClassifier,,,,9,,NONE,79.9798378944397,0.0064067840576171875,,0.8456568928790159,0.8404194434248115,0.8511072396787249,0.8511072396787249
256,AdaBoostClassifier,,,,9,,NONE,162.19279646873474,0.1815168857574463,,0.12854937698143193,0.3200951550809908,0.1472136087465976,0.1472136087465976
257,LGBM,,,,9,,NONE,40.09909534454346,0.11472272872924805,,0.582419998422746,0.9372021711100755,0.46695891444534227,0.46695891444534227
258,PassiveAggressiveClassifier,,,,9,,SMOTE,24.77409815788269,0.013636112213134766,,0.17736585620956954,0.21176162022727513,0.24628430330812864,0.24628430330812864
259,Perceptron,,,,9,,SMOTE,16.59844660758972,0.013667821884155273,,0.18968427144944536,0.25238894728380734,0.29500949647425967,0.29500949647425967
260,RidgeClassifier,,,,9,,SMOTE,1.7885565757751465,0.00924992561340332,,0.2636161982584199,0.2634835271933297,0.3779037991173855,0.3779037991173855
261,SGDClassifier,,,,9,,SMOTE,346.8798143863678,0.013584136962890625,,0.19185907010637354,0.2553883956134097,0.28889038396506966,0.28889038396506966
262,LogisticRegression,,,,9,,SMOTE,82.0051908493042,0.020404338836669922,,0.22118777928450997,0.23917706891243046,0.3435078387310765,0.3435078387310765
263,LinearDiscriminantAnalysis,,,,9,,SMOTE,37.812217473983765,0.015916824340820312,,0.26606791217249254,0.2602612018905686,0.3805428717165399,0.3805428717165399
264,QuadraticDiscriminantAnalysis,,,,9,,SMOTE,22.603084325790405,0.41559720039367676,,0.34098276252926657,0.3323063156282914,0.5517011516348657,0.5517011516348657
265,BernoulliNB,,,,9,,SMOTE,1.6485295295715332,0.07593369483947754,,0.1657636780836713,0.20334058994400378,0.2572527543749999,0.2572527543749999
266,GaussianNB,,,,9,,SMOTE,1.0675625801086426,0.11909031867980957,,0.043535765153272066,0.1705592313534809,0.18516915762960887,0.18516915762960887
267,KNeighborsClassifier,,,,9,,SMOTE,30.78112030029297,441.602744102478,,0.585309314191943,0.4959766599841227,0.8552766718117732,0.8552766718117732
268,NearestCentroid,,,,9,,SMOTE,0.2994849681854248,0.019010066986083984,,0.163711716630516,0.19277166278434438,0.2223931477723428,0.2223931477723428
269,DecisionTreeClassifier,,,,9,,SMOTE,260.3320815563202,0.005379676818847656,,0.7888720175890447,0.7321663894026943,0.8628367542475167,0.8628367542475167
270,AdaBoostClassifier,,,,9,,SMOTE,963.1384992599487,0.18102502822875977,,0.2127027746165972,0.2242857311596127,0.31405021519093257,0.31405021519093257
271,LGBM,,,,9,,SMOTE,186.8285174369812,0.12200760841369629,,0.5463053278343425,0.47733137522977803,0.6947929270286678,0.6947929270286678
272,PassiveAggressiveClassifier,,,,10,,NONE,5.032902240753174,0.013491630554199219,,0.17998652845822516,0.26384580749189224,0.209632491182361,0.209632491182361
273,Perceptron,,,,10,,NONE,3.86232590675354,0.01350259780883789,,0.13325759772579202,0.37784334348839105,0.1488044939180654,0.1488044939180654
274,RidgeClassifier,,,,10,,NONE,0.39649105072021484,0.015921592712402344,,0.13730663742171764,0.22173308496671634,0.15106756392265155,0.15106756392265155
275,SGDClassifier,,,,10,,NONE,41.58696222305298,0.013437032699584961,,0.1698891621350054,0.3522709795826765,0.17665744727916852,0.17665744727916852
276,LogisticRegression,,,,10,,NONE,16.890716552734375,0.02149176597595215,,0.20178828994688705,0.2553021466676934,0.19582098294592104,0.19582098294592104
277,LinearDiscriminantAnalysis,,,,10,,NONE,7.19931960105896,0.01868438720703125,,0.23373414543110768,0.3684713778156708,0.21547797195929871,0.21547797195929871
278,QuadraticDiscriminantAnalysis,,,,10,,NONE,4.00528621673584,0.23246335983276367,,0.3345896063924468,0.36199688941295244,0.5857832211012808,0.5857832211012808
279,BernoulliNB,,,,10,,NONE,0.3583953380584717,0.06971955299377441,,0.1818555246860639,0.2099885888214599,0.2489327036445904,0.2489327036445904
280,GaussianNB,,,,10,,NONE,0.23692941665649414,0.1185460090637207,,0.04393133260035031,0.1696708210378687,0.18477201737870566,0.18477201737870566
281,KNeighborsClassifier,,,,10,,NONE,4.212924003601074,157.61961221694946,,0.6794438118325152,0.7474657016448017,0.6304605318531744,0.6304605318531744
282,NearestCentroid,,,,10,,NONE,0.061949968338012695,0.018854379653930664,,0.15957157842278177,0.1855184521571884,0.22285964036889408,0.22285964036889408
283,DecisionTreeClassifier,,,,10,,NONE,81.24586772918701,0.006887674331665039,,0.8265953512555326,0.8160161689322765,0.8376354489303415,0.8376354489303415
284,AdaBoostClassifier,,,,10,,NONE,168.41471362113953,0.19457459449768066,,0.1273059126042829,0.28086122181621825,0.14652003039372352,0.14652003039372352
285,LGBM,,,,10,,NONE,41.318217039108276,0.11509442329406738,,0.5669263123480331,0.9365311920711914,0.4509895115715295,0.4509895115715295
286,PassiveAggressiveClassifier,,,,10,,SMOTE,26.84932041168213,0.013535499572753906,,0.1657826232493826,0.2950244844423831,0.17024502081516507,0.17024502081516507
287,Perceptron,,,,10,,SMOTE,21.941306591033936,0.013638496398925781,,0.2138423326191424,0.252039635611049,0.3033983551140795,0.3033983551140795
288,RidgeClassifier,,,,10,,SMOTE,1.767653226852417,0.02035355567932129,,0.24973232196683007,0.2511201312903518,0.36174780959444364,0.36174780959444364
289,SGDClassifier,,,,10,,SMOTE,333.92459988594055,0.013703584671020508,,0.14785719494671068,0.2600702505923155,0.26850568953557163,0.26850568953557163
290,LogisticRegression,,,,10,,SMOTE,80.77514219284058,0.024037599563598633,,0.2133923152300639,0.23092911601228067,0.3420921859085699,0.3420921859085699
291,LinearDiscriminantAnalysis,,,,10,,SMOTE,38.63895606994629,0.03311872482299805,,0.25307071313027146,0.2500116761427037,0.36694282615185136,0.36694282615185136
292,QuadraticDiscriminantAnalysis,,,,10,,SMOTE,22.74346089363098,0.41276049613952637,,0.3302478400915287,0.3293611770643525,0.5218465882758189,0.5218465882758189
293,BernoulliNB,,,,10,,SMOTE,1.6462225914001465,0.07415986061096191,,0.16891236963884698,0.20430604938393213,0.26888663561147774,0.26888663561147774
294,GaussianNB,,,,10,,SMOTE,1.0590853691101074,0.1176300048828125,,0.04667827920058913,0.17150248455663863,0.19122949350899354,0.19122949350899354
295,KNeighborsClassifier,,,,10,,SMOTE,30.96364712715149,464.91697549819946,,0.5773061008602092,0.4905395075625708,0.837616589439862,0.837616589439862
296,NearestCentroid,,,,10,,SMOTE,0.3076596260070801,0.018871307373046875,,0.16155574491668154,0.18753693477298608,0.22562556578989942,0.22562556578989942
297,DecisionTreeClassifier,,,,10,,SMOTE,279.4725992679596,0.005429506301879883,,0.7624678664602393,0.7029603005218096,0.8435224621365814,0.8435224621365814
298,AdaBoostClassifier,,,,10,,SMOTE,979.5252993106842,0.18131065368652344,,0.20349112389508192,0.21740897123853484,0.3027873787295345,0.3027873787295345
299,LGBM,,,,10,,SMOTE,191.30324959754944,0.13171887397766113,,0.5209213923484566,0.4539400720698898,0.6667082704518522,0.6667082704518522
300,BILSTM,50.0,128.0,0.0001,1,114717.0,NONE,196.37097024917603,1.2531824111938477,../results/dl/BILSTM_NONE_1_50_128.npy,0.24259764881894555,0.5852110913648608,0.2124069491907754,0.2124069491907754
301,BILSTM,50.0,128.0,0.0001,1,520702.0,SMOTE,896.1384592056274,1.1832668781280518,../results/dl/BILSTM_SMOTE_1_50_128.npy,0.5227132911984419,0.4575626986398467,0.7018228495870574,0.7018228495870574
302,BILSTM,50.0,128.0,0.0001,2,114717.0,NONE,194.26876592636108,1.2049312591552734,../results/dl/BILSTM_NONE_2_50_128.npy,0.2356855732457865,0.5184754681406581,0.21064097718879424,0.21064097718879424
303,BILSTM,50.0,128.0,0.0001,2,520702.0,SMOTE,908.6943521499634,1.2131927013397217,../results/dl/BILSTM_SMOTE_2_50_128.npy,0.49549668635431754,0.4303389864986077,0.6857460140666092,0.6857460140666092
304,BILSTM,50.0,128.0,0.0001,3,114717.0,NONE,195.58996176719666,1.2166759967803955,../results/dl/BILSTM_NONE_3_50_128.npy,0.1995057498805092,0.46177584894268275,0.18973957604212574,0.18973957604212574
305,BILSTM,50.0,128.0,0.0001,3,520702.0,SMOTE,917.4238750934601,1.229583978652954,../results/dl/BILSTM_SMOTE_3_50_128.npy,0.5334808920597518,0.46769379804438616,0.702920885578769,0.702920885578769
306,BILSTM,50.0,128.0,0.0001,4,114717.0,NONE,194.0501251220703,1.212209701538086,../results/dl/BILSTM_NONE_4_50_128.npy,0.2718152261902498,0.5830842069109455,0.23329121259437713,0.23329121259437713
307,BILSTM,50.0,128.0,0.0001,4,520709.0,SMOTE,920.4485468864441,1.2525255680084229,../results/dl/BILSTM_SMOTE_4_50_128.npy,0.528242939173299,0.46400485093763116,0.6995815454302391,0.6995815454302391
308,BILSTM,50.0,128.0,0.0001,5,114718.0,NONE,198.07823061943054,1.2391836643218994,../results/dl/BILSTM_NONE_5_50_128.npy,0.2623834612228981,0.6572353645571904,0.22912303665300568,0.22912303665300568
309,BILSTM,50.0,128.0,0.0001,5,520709.0,SMOTE,944.7671935558319,1.3083457946777344,../results/dl/BILSTM_SMOTE_5_50_128.npy,0.4901041090803444,0.4257668549821488,0.6689266109406882,0.6689266109406882
310,BILSTM,50.0,128.0,0.0001,6,114718.0,NONE,211.04869270324707,1.2762742042541504,../results/dl/BILSTM_NONE_6_50_128.npy,0.17022405116910275,0.4375743268529893,0.17083406905154866,0.17083406905154866
311,BILSTM,50.0,128.0,0.0001,6,520709.0,SMOTE,978.3517863750458,1.2764897346496582,../results/dl/BILSTM_SMOTE_6_50_128.npy,0.5247447023695645,0.4571934411960809,0.7005218134368973,0.7005218134368973
312,BILSTM,50.0,128.0,0.0001,7,114718.0,NONE,203.67763376235962,1.270266056060791,../results/dl/BILSTM_NONE_7_50_128.npy,0.24390268674963808,0.5589162207732574,0.2169959448955133,0.2169959448955133
313,BILSTM,50.0,128.0,0.0001,7,520709.0,SMOTE,987.7772057056427,1.3533015251159668,../results/dl/BILSTM_SMOTE_7_50_128.npy,0.536039952068293,0.4731296206165019,0.6924180218230271,0.6924180218230271
314,BILSTM,50.0,128.0,0.0001,8,114718.0,NONE,202.6066324710846,1.2818012237548828,../results/dl/BILSTM_NONE_8_50_128.npy,0.2062465160588963,0.4813759593511043,0.1941618666341076,0.1941618666341076
315,BILSTM,50.0,128.0,0.0001,8,520709.0,SMOTE,977.0761663913727,1.3581187725067139,../results/dl/BILSTM_SMOTE_8_50_128.npy,0.493216216907238,0.42739472099598375,0.6693133104293533,0.6693133104293533
316,BILSTM,50.0,128.0,0.0001,9,114718.0,NONE,204.64219856262207,1.2952196598052979,../results/dl/BILSTM_NONE_9_50_128.npy,0.22087345784362458,0.504594979005449,0.20366564134910023,0.20366564134910023
317,BILSTM,50.0,128.0,0.0001,9,520709.0,SMOTE,983.0355703830719,1.265502691268921,../results/dl/BILSTM_SMOTE_9_50_128.npy,0.479785336022144,0.4130057661146137,0.6713109805117414,0.6713109805117414
318,BILSTM,50.0,128.0,0.0001,10,114718.0,NONE,203.6943953037262,1.3068184852600098,../results/dl/BILSTM_NONE_10_50_128.npy,0.26868470675129413,0.5222177675656372,0.23364251512498563,0.23364251512498563
319,BILSTM,50.0,128.0,0.0001,10,520709.0,SMOTE,1070.575829744339,1.2941198348999023,../results/dl/BILSTM_SMOTE_10_50_128.npy,0.4944295561826933,0.4332174632289475,0.6562390799372864,0.6562390799372864
320,GRU,50.0,128.0,0.0001,1,114717.0,NONE,109.81768012046814,0.6746656894683838,../results/dl/GRU_NONE_1_50_128.npy,0.17807618309487658,0.33683016277299177,0.1764661073106417,0.1764661073106417
321,GRU,50.0,128.0,0.0001,1,520702.0,SMOTE,533.4245276451111,0.6699953079223633,../results/dl/GRU_SMOTE_1_50_128.npy,0.4827918656632318,0.4218660829124969,0.6333387599925221,0.6333387599925221
322,GRU,50.0,128.0,0.0001,2,114717.0,NONE,112.9269962310791,0.7961006164550781,../results/dl/GRU_NONE_2_50_128.npy,0.18495448910383225,0.37313890798193855,0.1806430654080252,0.1806430654080252
323,GRU,50.0,128.0,0.0001,2,520702.0,SMOTE,532.0215837955475,0.6382133960723877,../results/dl/GRU_SMOTE_2_50_128.npy,0.4440720951610757,0.40073732047174343,0.5594699358762732,0.5594699358762732
324,GRU,50.0,128.0,0.0001,3,114717.0,NONE,114.40355467796326,0.6495077610015869,../results/dl/GRU_NONE_3_50_128.npy,0.18984767283933013,0.5088448192457031,0.18245987810017245,0.18245987810017245
325,GRU,50.0,128.0,0.0001,3,520702.0,SMOTE,531.0442700386047,0.6303629875183105,../results/dl/GRU_SMOTE_3_50_128.npy,0.4804094846549147,0.41898065571632515,0.6242622175983474,0.6242622175983474
326,GRU,50.0,128.0,0.0001,4,114717.0,NONE,123.03628039360046,0.781501293182373,../results/dl/GRU_NONE_4_50_128.npy,0.2408567058608959,0.5579802094145264,0.21975263188440378,0.21975263188440378
327,GRU,50.0,128.0,0.0001,4,520709.0,SMOTE,538.7312211990356,0.6455650329589844,../results/dl/GRU_SMOTE_4_50_128.npy,0.440277566139352,0.3845077089003272,0.586151571334826,0.586151571334826
328,GRU,50.0,128.0,0.0001,5,114718.0,NONE,115.83092331886292,0.6588499546051025,../results/dl/GRU_NONE_5_50_128.npy,0.1877234688101535,0.32485960869396757,0.18237241756969488,0.18237241756969488
329,GRU,50.0,128.0,0.0001,5,520709.0,SMOTE,642.4430446624756,0.7223780155181885,../results/dl/GRU_SMOTE_5_50_128.npy,0.494848060134395,0.42979150326982546,0.6522857157261249,0.6522857157261249
330,GRU,50.0,128.0,0.0001,6,114718.0,NONE,151.49624824523926,0.9948604106903076,../results/dl/GRU_NONE_6_50_128.npy,0.1665316433765916,0.3194861260946498,0.16893789323032937,0.16893789323032937
331,GRU,50.0,128.0,0.0001,6,520709.0,SMOTE,628.231448173523,0.647991418838501,../results/dl/GRU_SMOTE_6_50_128.npy,0.4962304755296145,0.4355346600239079,0.6284700045405895,0.6284700045405895
332,GRU,50.0,128.0,0.0001,7,114718.0,NONE,140.732647895813,0.6607925891876221,../results/dl/GRU_NONE_7_50_128.npy,0.1774756658228536,0.38683590024056486,0.17553479406897643,0.17553479406897643
333,GRU,50.0,128.0,0.0001,7,520709.0,SMOTE,641.2112727165222,0.8014283180236816,../results/dl/GRU_SMOTE_7_50_128.npy,0.4879631698957204,0.4218407109859824,0.6551985810252321,0.6551985810252321
334,GRU,50.0,128.0,0.0001,8,114718.0,NONE,142.46187829971313,0.7078964710235596,../results/dl/GRU_NONE_8_50_128.npy,0.1564582392482913,0.5054129788311567,0.16247025588936273,0.16247025588936273
